Student_ID,Study_Hours_Per_Week,Attendance_Percent,Quiz_Avg_Score,Sleep_Hours_Per_Night,Social_Media_Hours_Per_Day,Previous_GPA,Extracurricular_Activities,Parent_Education_Level,Current_GPA,Final_Score,Pass_Fail,Grade,Risk_Level,Parent_Education_Level_Encoded,Pass_Fail_Encoded,Grade_Encoded,Risk_Level_Encoded,Study_Efficiency,Sleep_Study_Ratio,Social_Media_Risk,Attendance_Study_Product,Study_Hours_Per_Week_scaled,Attendance_Percent_scaled,Quiz_Avg_Score_scaled,Sleep_Hours_Per_Night_scaled,Social_Media_Hours_Per_Day_scaled,Previous_GPA_scaled,Extracurricular_Activities_scaled,Parent_Education_Level_Encoded_scaled,Study_Efficiency_scaled,Sleep_Study_Ratio_scaled,Social_Media_Risk_scaled,Attendance_Study_Product_scaled,Current_GPA_scaled,Final_Score_scaled,Feature_Set
S1011,15.4,84.1,91.3,5.3,0.2,2.36,0,Bachelor,2.55,33.8,Fail,F,High Risk,1,0,3,0,5.57,2.3,0.03,12.95,-0.48923563523796115,0.32171839337231883,1.2712362780333053,-1.2039974205586892,-1.0319532697031704,-0.5809856333389767,-1.1751393027860062,-0.07743912457492572,0.010739882036197586,-0.2307705753499958,-0.7375606917305063,-0.37060800667086935,0.8923993730025109,-1.2140081582380422,"[np.float64(-0.48923563523796115), np.float64(0.32171839337231883), np.float64(1.2712362780333053), np.float64(-1.2039974205586892), np.float64(-1.0319532697031704), np.float64(-0.5809856333389767), np.float64(-1.1751393027860062), np.float64(-0.07743912457492572), np.float64(0.010739882036197586), np.float64(-0.2307705753499958), np.float64(-0.7375606917305063), np.float64(-0.37060800667086935), np.float64(0.8923993730025109), np.float64(-1.2140081582380422)]"
S1012,15.3,79.2,69.0,6.7,2.1,2.58,1,High School,2.01,42.2,Fail,F,Medium Risk,0,0,3,2,4.23,2.93,0.44,12.12,-0.49968615025441887,-0.04468217549527103,0.11587779315183451,-0.2407994841117376,-0.2982639969760249,-0.2806923354004022,0.8509629433967631,-1.1837123327881494,-0.11803107294326487,-0.15430020796597657,-0.18145365651496398,-0.47360707096623433,-0.4450851160936752,-0.4808271124828688,"[np.float64(-0.49968615025441887), np.float64(-0.04468217549527103), np.float64(0.11587779315183451), np.float64(-0.2407994841117376), np.float64(-0.2982639969760249), np.float64(-0.2806923354004022), np.float64(0.8509629433967631), np.float64(-1.1837123327881494), np.float64(-0.11803107294326487), np.float64(-0.15430020796597657), np.float64(-0.18145365651496398), np.float64(-0.47360707096623433), np.float64(-0.4450851160936752), np.float64(-0.4808271124828688)]"
S1013,22.4,76.4,100.0,5.9,4.7,4.0,0,High School,2.37,63.9,Pass,D,Low Risk,0,1,2,1,4.27,1.79,1.11,17.11,0.2423004159140809,-0.25405392913389396,1.7219815165296641,-0.7911983049385668,0.7057318499137532,1.6575644058394858,-1.1751393027860062,-1.1837123327881494,-0.1141871638394004,-0.2926751584703922,0.727306620544581,0.14562826738782733,0.44657120997044963,1.4132239223846612,"[np.float64(0.2423004159140809), np.float64(-0.25405392913389396), np.float64(1.7219815165296641), np.float64(-0.7911983049385668), np.float64(0.7057318499137532), np.float64(1.6575644058394858), np.float64(-1.1751393027860062), np.float64(-1.1837123327881494), np.float64(-0.1141871638394004), np.float64(-0.2926751584703922), np.float64(0.727306620544581), np.float64(0.14562826738782733), np.float64(0.44657120997044963), np.float64(1.4132239223846612)]"
S1014,0.9,66.4,51.2,4.2,3.7,3.87,0,PhD,1.67,15.1,Fail,F,High Risk,3,0,3,0,26.95,18.38,1.24,0.6,-2.0045603126243345,-1.0018101921289766,-0.8063366028522094,-1.9607957991955793,0.3195796011099924,1.4801183661485104,-1.1751393027860062,2.1351072918515213,2.0653092980518,1.721044515975446,0.9036332414665821,-1.903184445282625,-1.2872049795986809,-2.846208819621582,"[np.float64(-2.0045603126243345), np.float64(-1.0018101921289766), np.float64(-0.8063366028522094), np.float64(-1.9607957991955793), np.float64(0.3195796011099924), np.float64(1.4801183661485104), np.float64(-1.1751393027860062), np.float64(2.1351072918515213), np.float64(2.0653092980518), np.float64(1.721044515975446), np.float64(0.9036332414665821), np.float64(-1.903184445282625), np.float64(-1.2872049795986809), np.float64(-2.846208819621582)]"
S1015,2.8,71.3,99.7,6.9,0.2,1.76,1,Bachelor,2.25,22.4,Fail,F,High Risk,1,0,3,0,26.24,13.8,0.06,2.0,-1.8060005273116373,-0.6354096232613867,1.7064385772711692,-0.10319977890503014,-1.0319532697031704,-1.3999673549896334,0.8509629433967631,-0.07743912457492572,1.9970799114582043,1.1651170832471798,-0.6968699330561983,-1.7294510838205637,0.14935243461574138,-2.2090395774772054,"[np.float64(-1.8060005273116373), np.float64(-0.6354096232613867), np.float64(1.7064385772711692), np.float64(-0.10319977890503014), np.float64(-1.0319532697031704), np.float64(-1.3999673549896334), np.float64(0.8509629433967631), np.float64(-0.07743912457492572), np.float64(1.9970799114582043), np.float64(1.1651170832471798), np.float64(-0.6968699330561983), np.float64(-1.7294510838205637), np.float64(0.14935243461574138), np.float64(-2.2090395774772054)]"
S1016,14.4,91.3,69.0,6.8,0.2,3.46,0,Bachelor,2.26,54.0,Pass,D,Medium Risk,1,1,2,2,4.48,3.15,0.02,13.15,-0.5937407854025386,0.8601029027287785,0.11587779315183451,-0.17199963150838418,-1.0319532697031704,0.9204808563538945,-1.1751393027860062,-0.07743912457492572,-0.09400664104411142,-0.12759627014933497,-0.7511242779552756,-0.3457889550334319,0.17412066589529984,0.5491176898874931,"[np.float64(-0.5937407854025386), np.float64(0.8601029027287785), np.float64(0.11587779315183451), np.float64(-0.17199963150838418), np.float64(-1.0319532697031704), np.float64(0.9204808563538945), np.float64(-1.1751393027860062), np.float64(-0.07743912457492572), np.float64(-0.09400664104411142), np.float64(-0.12759627014933497), np.float64(-0.7511242779552756), np.float64(-0.3457889550334319), np.float64(0.17412066589529984), np.float64(0.5491176898874931)]"
S1017,9.9,87.5,52.0,9.3,1.5,3.45,1,Master,2.44,45.0,Fail,F,Medium Risk,2,0,3,2,4.77,6.14,0.19,8.66,-1.0640139611431372,0.5759555227906473,-0.7648887648295559,1.5479966835754582,-0.5299553462582814,0.9068311609930506,0.8509629433967631,1.0288340836382979,-0.06613830004109351,0.2353345210859306,-0.5205433121341971,-0.9029766642939002,0.6199488289273622,-0.23643343056447802,"[np.float64(-1.0640139611431372), np.float64(0.5759555227906473), np.float64(-0.7648887648295559), np.float64(1.5479966835754582), np.float64(-0.5299553462582814), np.float64(0.9068311609930506), np.float64(0.8509629433967631), np.float64(1.0288340836382979), np.float64(-0.06613830004109351), np.float64(0.2353345210859306), np.float64(-0.5205433121341971), np.float64(-0.9029766642939002), np.float64(0.6199488289273622), np.float64(-0.23643343056447802)]"
S1018,23.1,65.3,55.3,7.9,1.0,1.88,0,PhD,2.43,37.6,Fail,F,High Risk,3,0,3,0,2.29,2.32,0.35,15.08,0.31545402102928544,-1.0840633810584364,-0.5939164329861097,0.5847987471285065,-0.7230314706601618,-1.2361710106595023,-1.1751393027860062,2.1351072918515213,-0.30446066448069564,-0.22834294463939198,-0.30352593253788795,-0.1062851067321616,0.5951805976478038,-0.8823310184916542,"[np.float64(0.31545402102928544), np.float64(-1.0840633810584364), np.float64(-0.5939164329861097), np.float64(0.5847987471285065), np.float64(-0.7230314706601618), np.float64(-1.2361710106595023), np.float64(-1.1751393027860062), np.float64(2.1351072918515213), np.float64(-0.30446066448069564), np.float64(-0.22834294463939198), np.float64(-0.30352593253788795), np.float64(-0.1062851067321616), np.float64(0.5951805976478038), np.float64(-0.8823310184916542)]"
S1019,10.9,81.5,58.6,5.5,0.8,3.46,0,Bachelor,1.75,33.5,Fail,F,High Risk,1,0,3,0,4.92,3.32,0.15,8.88,-0.9595088109785598,0.12730176499359777,-0.4229441011426631,-1.0663977153519817,-0.8002619204209138,0.9204808563538945,-1.1751393027860062,-0.07743912457492572,-0.051723640901601406,-0.10696140910920282,-0.5747976570332743,-0.8756757074927191,-1.0890591293622087,-1.2401931955864411,"[np.float64(-0.9595088109785598), np.float64(0.12730176499359777), np.float64(-0.4229441011426631), np.float64(-1.0663977153519817), np.float64(-0.8002619204209138), np.float64(0.9204808563538945), np.float64(-1.1751393027860062), np.float64(-0.07743912457492572), np.float64(-0.051723640901601406), np.float64(-0.10696140910920282), np.float64(-0.5747976570332743), np.float64(-0.8756757074927191), np.float64(-1.0890591293622087), np.float64(-1.2401931955864411)]"
S1020,5.9,91.3,73.5,9.8,1.0,4.0,0,Master,2.08,39.8,Fail,F,High Risk,2,0,3,0,10.65,10.39,0.09,5.39,-1.482034561801447,0.8601029027287785,0.3490218820292614,1.8919959465922265,-0.7230314706601618,1.6575644058394858,-1.1751393027860062,1.0288340836382979,0.4989163382269956,0.7512060470892347,-0.6561791743818904,-1.3087681585660007,-0.27170749713676146,-0.6903074112700616,"[np.float64(-1.482034561801447), np.float64(0.8601029027287785), np.float64(0.3490218820292614), np.float64(1.8919959465922265), np.float64(-0.7230314706601618), np.float64(1.6575644058394858), np.float64(-1.1751393027860062), np.float64(1.0288340836382979), np.float64(0.4989163382269956), np.float64(0.7512060470892347), np.float64(-0.6561791743818904), np.float64(-1.3087681585660007), np.float64(-0.27170749713676146), np.float64(-0.6903074112700616)]"
S1021,34.7,55.0,75.5,8.8,4.9,1.9,1,Bachelor,2.22,55.1,Pass,D,Medium Risk,1,1,2,2,2.11,1.74,2.2,19.08,1.5277137629383841,-1.8542523319433712,0.4526414770858956,1.2039974205586899,0.7829622996745054,-1.2088716199378138,0.8509629433967631,-0.07743912457492572,-0.3217582554480861,-0.29874423524690163,2.2057375190444377,0.390095926016585,0.07504774077706486,0.6451294934982896,"[np.float64(1.5277137629383841), np.float64(-1.8542523319433712), np.float64(0.4526414770858956), np.float64(1.2039974205586899), np.float64(0.7829622996745054), np.float64(-1.2088716199378138), np.float64(0.8509629433967631), np.float64(-0.07743912457492572), np.float64(-0.3217582554480861), np.float64(-0.29874423524690163), np.float64(2.2057375190444377), np.float64(0.390095926016585), np.float64(0.07504774077706486), np.float64(0.6451294934982896)]"
S1022,17.7,88.2,53.5,7.9,7.9,2.07,0,Bachelor,2.12,37.6,Fail,F,High Risk,1,0,3,0,2.86,3.01,0.93,15.61,-0.2488737898594331,0.6282984612003033,-0.6871740685370803,0.5847987471285065,1.9414190460857876,-0.976826798803461,-1.1751393027860062,-0.07743912457492572,-0.2496849597506258,-0.14458968512356146,0.48316206849873305,-0.04051461989295273,-0.17263457201852536,-0.8823310184916542,"[np.float64(-0.2488737898594331), np.float64(0.6282984612003033), np.float64(-0.6871740685370803), np.float64(0.5847987471285065), np.float64(1.9414190460857876), np.float64(-0.976826798803461), np.float64(-1.1751393027860062), np.float64(-0.07743912457492572), np.float64(-0.2496849597506258), np.float64(-0.14458968512356146), np.float64(0.48316206849873305), np.float64(-0.04051461989295273), np.float64(-0.17263457201852536), np.float64(-0.8823310184916542)]"
S1023,20.7,70.1,64.5,6.7,1.6,3.61,1,Bachelor,2.04,50.7,Pass,D,Medium Risk,1,1,2,2,2.97,2.19,0.48,14.51,0.0646416606342993,-0.7251403748207969,-0.11726629572559238,-0.2407994841117376,-0.4913401213779053,1.1252262867665588,0.8509629433967631,-0.07743912457492572,-0.23911420971499825,-0.24412254425831656,-0.12719931161588668,-0.17701940389885804,-0.3707804222549976,0.26108227905510395,"[np.float64(0.0646416606342993), np.float64(-0.7251403748207969), np.float64(-0.11726629572559238), np.float64(-0.2407994841117376), np.float64(-0.4913401213779053), np.float64(1.1252262867665588), np.float64(0.8509629433967631), np.float64(-0.07743912457492572), np.float64(-0.23911420971499825), np.float64(-0.24412254425831656), np.float64(-0.12719931161588668), np.float64(-0.17701940389885804), np.float64(-0.3707804222549976), np.float64(0.26108227905510395)]"
S1024,5.8,88.6,100.0,5.6,7.1,3.02,0,Bachelor,2.6,23.2,Fail,F,High Risk,1,0,3,0,14.71,6.03,0.81,5.14,-1.4924850768179048,0.658208711720106,1.7219815165296641,-0.9975978627486284,1.6324972470427788,0.3198942604767462,-1.1751393027860062,-0.07743912457492572,0.8890731122692476,0.22198255217760987,0.32039903380150114,-1.3397919731127974,1.0162405294003067,-2.139212811214808,"[np.float64(-1.4924850768179048), np.float64(0.658208711720106), np.float64(1.7219815165296641), np.float64(-0.9975978627486284), np.float64(1.6324972470427788), np.float64(0.3198942604767462), np.float64(-1.1751393027860062), np.float64(-0.07743912457492572), np.float64(0.8890731122692476), np.float64(0.22198255217760987), np.float64(0.32039903380150114), np.float64(-1.3397919731127974), np.float64(1.0162405294003067), np.float64(-2.139212811214808)]"
S1025,14.6,68.6,99.6,6.4,1.2,3.24,1,Bachelor,2.42,44.8,Fail,F,Medium Risk,1,0,3,2,6.38,2.93,0.38,10.02,-0.5728397553696232,-0.8373038142700593,1.701257597518337,-0.4471990419217985,-0.6458010208994097,0.6201875584153207,0.8509629433967631,-0.07743912457492572,0.08857904138945472,-0.15430020796597657,-0.2628351738635799,-0.7342071131593263,0.5704123663682442,-0.2538901221300776,"[np.float64(-0.5728397553696232), np.float64(-0.8373038142700593), np.float64(1.701257597518337), np.float64(-0.4471990419217985), np.float64(-0.6458010208994097), np.float64(0.6201875584153207), np.float64(0.8509629433967631), np.float64(-0.07743912457492572), np.float64(0.08857904138945472), np.float64(-0.15430020796597657), np.float64(-0.2628351738635799), np.float64(-0.7342071131593263), np.float64(0.5704123663682442), np.float64(-0.2538901221300776)]"
S1026,21.1,52.9,73.7,8.6,1.9,3.07,0,Bachelor,2.12,38.2,Fail,F,High Risk,1,0,3,0,3.33,2.76,0.89,11.16,0.1064437207001305,-2.0112811471723386,0.359383841534925,1.0663977153519817,-0.3754944467367771,0.3881427372809674,-1.1751393027860062,-0.07743912457492572,-0.2045190277802173,-0.17493506900610875,0.4289077235996557,-0.5927385188259334,-0.17263457201852536,-0.829960943794856,"[np.float64(0.1064437207001305), np.float64(-2.0112811471723386), np.float64(0.359383841534925), np.float64(1.0663977153519817), np.float64(-0.3754944467367771), np.float64(0.3881427372809674), np.float64(-1.1751393027860062), np.float64(-0.07743912457492572), np.float64(-0.2045190277802173), np.float64(-0.17493506900610875), np.float64(0.4289077235996557), np.float64(-0.5927385188259334), np.float64(-0.17263457201852536), np.float64(-0.829960943794856)]"
S1027,8.5,55.6,65.8,9.8,0.8,3.11,1,High School,1.45,38.1,Fail,F,High Risk,0,0,3,0,6.93,7.46,0.36,4.73,-1.2103211713735458,-1.8093869561636662,-0.049913558938780314,1.8919959465922265,-0.8002619204209138,0.44274151872434453,0.8509629433967631,-1.1837123327881494,0.14143279156759228,0.3955581479857803,-0.28996234631311857,-1.3906710289695439,-1.8321060677489789,-0.8386892895776558,"[np.float64(-1.2103211713735458), np.float64(-1.8093869561636662), np.float64(-0.049913558938780314), np.float64(1.8919959465922265), np.float64(-0.8002619204209138), np.float64(0.44274151872434453), np.float64(0.8509629433967631), np.float64(-1.1837123327881494), np.float64(0.14143279156759228), np.float64(0.3955581479857803), np.float64(-0.28996234631311857), np.float64(-1.3906710289695439), np.float64(-1.8321060677489789), np.float64(-0.8386892895776558)]"
S1028,23.8,80.7,67.4,9.3,3.1,1.74,1,Bachelor,1.87,48.3,Fail,F,Medium Risk,1,0,3,2,2.72,2.66,0.6,19.21,0.38860762614448957,0.06748126395399137,0.032982117106527466,1.5479966835754582,0.08788825182773588,-1.4272667457113222,0.8509629433967631,-0.07743912457492572,-0.2631386416141517,-0.18707322255912764,0.0355637230813452,0.40622830958091954,-0.7918403540075004,0.051601980267911136,"[np.float64(0.38860762614448957), np.float64(0.06748126395399137), np.float64(0.032982117106527466), np.float64(1.5479966835754582), np.float64(0.08788825182773588), np.float64(-1.4272667457113222), np.float64(0.8509629433967631), np.float64(-0.07743912457492572), np.float64(-0.2631386416141517), np.float64(-0.18707322255912764), np.float64(0.0355637230813452), np.float64(0.40622830958091954), np.float64(-0.7918403540075004), np.float64(0.051601980267911136)]"
S1029,14.0,83.9,77.3,6.3,9.15,3.64,1,High School,2.24,48.2,Fail,F,Medium Risk,0,0,3,2,5.15,3.0,1.47,11.75,-0.6355428454683697,0.30676326811241805,0.5458991126368662,-0.5159988945251526,2.424109357090489,1.166175372849092,0.8509629433967631,-1.1837123327881494,-0.029621163554380197,-0.14580350047886334,1.2155957246362765,-0.5195223164954933,0.1245842033361829,0.04287363448511195,"[np.float64(-0.6355428454683697), np.float64(0.30676326811241805), np.float64(0.5458991126368662), np.float64(-0.5159988945251526), np.float64(2.424109357090489), np.float64(1.166175372849092), np.float64(0.8509629433967631), np.float64(-1.1837123327881494), np.float64(-0.029621163554380197), np.float64(-0.14580350047886334), np.float64(1.2155957246362765), np.float64(-0.5195223164954933), np.float64(0.1245842033361829), np.float64(0.04287363448511195)]"
S1030,17.1,66.4,44.5,5.3,2.8,3.74,0,Bachelor,1.24,22.1,Fail,F,High Risk,1,0,3,0,2.46,2.08,0.94,11.35,-0.31157687995817934,-1.0018101921289766,-1.1534622462919342,-1.2039974205586892,-0.02795742281339246,1.3026723264575348,-1.1751393027860062,-0.07743912457492572,-0.2881240507892713,-0.2574745131666374,0.4967256547235022,-0.569160419770368,-2.352238924619718,-2.2352246148256043,"[np.float64(-0.31157687995817934), np.float64(-1.0018101921289766), np.float64(-1.1534622462919342), np.float64(-1.2039974205586892), np.float64(-0.02795742281339246), np.float64(1.3026723264575348), np.float64(-1.1751393027860062), np.float64(-0.07743912457492572), np.float64(-0.2881240507892713), np.float64(-0.2574745131666374), np.float64(0.4967256547235022), np.float64(-0.569160419770368), np.float64(-2.352238924619718), np.float64(-2.2352246148256043)]"
S1031,14.0,89.6,59.9,7.2,1.3,2.62,0,Bachelor,2.44,46.6,Fail,F,Medium Risk,1,0,3,2,3.99,3.43,0.14,12.54,-0.6355428454683697,0.7329843380196143,-0.35559136435585104,0.10319977890503075,-0.6071857960190336,-0.22609355395702502,-1.1751393027860062,-0.07743912457492572,-0.1410945275664522,-0.09360944020088198,-0.5883612432580437,-0.4214870625276159,0.6199488289273622,-0.09677989803968304,"[np.float64(-0.6355428454683697), np.float64(0.7329843380196143), np.float64(-0.35559136435585104), np.float64(0.10319977890503075), np.float64(-0.6071857960190336), np.float64(-0.22609355395702502), np.float64(-1.1751393027860062), np.float64(-0.07743912457492572), np.float64(-0.1410945275664522), np.float64(-0.09360944020088198), np.float64(-0.5883612432580437), np.float64(-0.4214870625276159), np.float64(0.6199488289273622), np.float64(-0.09677989803968304)]"
